"","word","freq"
"6035","encouraged",1
"6036","encroachment",1
"6037","encumbered",1
"6038","endemicpeople",1
"6039","endingwarsfordummies",1
"6040","endorsement",1
"6041","endure",1
"6042","endwar",1
"6043","energiepolitik",1
"6044","enforce",1
"6045","engages",1
"6046","engine",1
"6047","engineer",1
"6048","engulf",1
"6049","enhance",1
"6050","enjeti",1
"6051","enjoyed",1
"6052","enjoying",1
"6053","enjoys",1
"6054","enlist",1
"6055","enlisting",1
"6056","enmarche",1
"6057","eno",1
"6058","enormously",1
"6059","enoughahhhhhh",1
"6060","enoughbut",1
"6061","enoughthat",1
"6062","enpanne",1
"6063","enrich",1
"6064","enriching",1
"6065","ensuring",1
"6066","entails",1
"6067","entdeckung",1
"6068","entendres",1
"6069","entertainment",1
"6070","enthaltenwas",1
"6071","enthusiasm",1
"6072","enthusiasts",1
"6073","entirely",1
"6074","entitle",1
"6075","entity",1
"6076","entrada",1
"6077","entre",1
"6078","entry",1
"6079","entscheidung",1
"6080","entsetzen",1
"6081","entspricht",1
"6082","entwicklungen",1
"6083","envelop",1
"6084","envergonhaportugal",1
"6085","environment",1
"6086","environmental",1
"6087","environmentally",1
"6088","envisaging",1
"6089","epidemic",1
"6090","equal",1
"6091","equate",1
"6092","equation",1
"6093","era",1
"6094","erdgastrasse",1
"6095","erfahrung",1
"6096","erfasst",1
"6097","erfolgreich",1
"6098","erfolgte",1
"6099","erforderlichen",1
"6100","erfrischend",1
"6101","erinnert",1
"6102","erinnerte",1
"6103","erklärte",1
"6104","erkrankt",1
"6105","erlauben",1
"6106","ernste",1
"6107","erosion",1
"6108","erpressbar",1
"6109","erpressen",1
"6110","err",1
"6111","errm",1
"6112","error",1
"6113","erschreckend",1
"6114","erupt",1
"6115","erwarten",1
"6116","escalated",1
"6117","escaletesrussiainvadedukraine",1
"6118","escape",1
"6119","escaped",1
"6120","escapes",1
"6121","eskalation",1
"6122","esp",1
"6123","esperançastop",1
"6124","esta",1
"6125","está",1
"6126","ésta",1
"6127","establish",1
"6128","establishing",1
"6129","establishment",1
"6130","estado",1
"6131","este",1
"6132","estimate",1
"6133","esto",1
"6134","estonias",1
"6135","etcone",1
"6136","etcshes",1
"6137","eth",1
"6138","ether",1
"6139","ethic",1
"6140","ethiopias",1
"6141","ethnicities",1
"6142","euch",1
"6143","eucharistic",1
"6144","euit",1
"6145","eurasien",1
"6146","euro",1
"6147","euroamerican",1
"6148","euroatlantic",1
"6149","euromaidan",1
"6150","euromaiden",1
"6151","europa",1
"6152","europas",1
"6153","europea",1
"6154","europeanunion",1
"6155","europeattempted",1
"6156","europefrench",1
"6157","europegerman",1
"6158","europeto",1
"6159","eurovision",1
"6160","euus",1
"6161","evacs",1
"6162","evacuated",1
"6163","evacuateindians",1
"6164","evacuating",1
"6165","evacuees",1
"6166","evaded",1
"6167","evaluating",1
"6168","evelyn",1
"6169","evenand",1
"6170","evenings",1
"6171","evenly",1
"6172","eventual",1
"6173","everyonenot",1
"6174","everyones",1
"6175","everyonewe",1
"6176","everywheretoo",1
"6177","everywherewar",1
"6178","evident",1
"6179","evidently",1
"6180","evils",1
"6181","evolve",1
"6182","evolved",1
"6183","evry",1
"6184","ewr",1
"6185","exaggerated",1
"6186","exaggerating",1
"6187","exceeds",1
"6188","excellect",1
"6189","exceptional",1
"6190","excitable",1
"6191","excluded",1
"6192","excludeda",1
"6193","excludes",1
"6194","exclusively",1
"6195","excomedian",1
"6196","exercise",1
"6197","exercising",1
"6198","exhausted",1
"6199","exhibit",1
"6200","existence",1
"6201","existencethat",1
"6202","existent",1
"6203","existing",1
"6204","existn",1
"6205","exists",1
"6206","existseems",1
"6207","exit",1
"6208","exkgb",1
"6209","exlesas",1
"6210","exofficer",1
"6211","expanded",1
"6212","expandingwhere",1
"6213","expansioni",1
"6214","expansionism",1
"6215","expectations",1
"6216","expecting",1
"6217","expensivepicking",1
"6218","experiencesmake",1
"6219","explainsigning",1
"6220","explode",1
"6221","exploded",1
"6222","exploit",1
"6223","export",1
"6224","exports",1
"6225","exposure",1
"6226","extend",1
"6227","extended",1
"6228","extensively",1
"6229","extra",1
"6230","extract",1
"6231","extraordinary",1
"6232","extrathey",1
"6233","extreme",1
"6234","extremists",1
"6235","exuk",1
"6236","eyesrussiaukraine",1
"6237","fabricate",1
"6238","fabricating",1
"6239","facebook",1
"6240","facetoface",1
"6241","faction",1
"6242","factions",1
"6243","facto",1
"6244","factoids",1
"6245","factwar",1
"6246","fade",1
"6247","faden",1
"6248","failing",1
"6249","faisant",1
"6250","faith",1
"6251","fakenews",1
"6252","falkland",1
"6253","fallinflationm",1
"6254","fällt",1
"6255","falopa",1
"6256","familiar",1
"6257","familyfriendsdue",1
"6258","familys",1
"6259","famous",1
"6260","famously",1
"6261","fanden",1
"6262","fanning",1
"6263","farage",1
"6264","fareed",1
"6265","farkas",1
"6266","farkasdr",1
"6267","farts",1
"6268","fascism",1
"6269","fashionable",1
"6270","faster",1
"6271","fates",1
"6272","fathersmothers",1
"6273","faultnato",1
"6274","favorably",1
"6275","favour",1
"6276","favourite",1
"6277","fb",1
"6278","fcking",1
"6279","fckn",1
"6280","fckptn",1
"6281","fcm",1
"6282","fcuk",1
"6283","fdr",1
"6284","fearful",1
"6285","fearsome",1
"6286","februar",1
"6287","februssia",1
"6288","fec",1
"6289","federal",1
"6290","federstrich",1
"6291","feds",1
"6292","feedbackcheck",1
"6293","feelings",1
"6294","feeti",1
"6295","fehlentscheidung",1
"6296","fehlerein",1
"6297","fein",1
"6298","fèin",1
"6299","feinpbplabour",1
"6300","fek",1
"6301","fell",1
"6302","female",1
"6303","ferociously",1
"6304","fest",1
"6305","fever",1
"6306","feverish",1
"6307","feverishly",1
"6308","fhe",1
"6309","fiasco",1
"6310","fiat",1
"6311","fictional",1
"6312","fiddled",1
"6313","fieldyou",1
"6314","fierce",1
"6315","fiercely",1
"6316","fightforothersour",1
"6317","fighton",1
"6318","figment",1
"6319","figueredo",1
"6320","figured",1
"6321","filed",1
"6322","files",1
"6323","filmed",1
"6324","filmemachen",1
"6325","filter",1
"6326","filters",1
"6327","filthy",1
"6328","fin",1
"6329","financer",1
"6330","finances",1
"6331","financing",1
"6332","finanzierte",1
"6333","finde",1
"6334","findlan",1
"6335","finds",1
"6336","fingerwagging",1
"6337","finlandia",1
"6338","finlandization",1
"6339","finns",1
"6340","fiona",1
"6341","fiorella",1
"6342","fir",1
"6343","firepower",1
"6344","fires",1
"6345","firewelcome",1
"6346","fireworks",1
"6347","firm",1
"6348","firmar",1
"6349","firmly",1
"6350","firstdates",1
"6351","firsthe",1
"6352","firstly",1
"6353","firstwas",1
"6354","fiscal",1
"6355","fishing",1
"6356","fist",1
"6357","fists",1
"6358","fixing",1
"6359","fjb",1
"6360","fkg",1
"6361","flags",1
"6362","flames",1
"6363","flash",1
"6364","flat",1
"6365","flaunted",1
"6366","flawed",1
"6367","fledged",1
"6368","fleetheres",1
"6369","fletcherprof",1
"6370","flexible",1
"6371","flick",1
"6372","flipflop",1
"6373","flipped",1
"6374","flood",1
"6375","floorukraineukrainekonfliktukrainekriseukraineinvasionukrainaukrainewar",1
"6376","flotus",1
"6377","floundering",1
"6378","flourishing",1
"6379","flower",1
"6380","flowery",1
"6381","flowing",1
"6382","flown",1
"6383","flu",1
"6384","fluctuating",1
"6385","flughafen",1
"6386","fluid",1
"6387","flulets",1
"6388","flynner",1
"6389","fmglorificationatrapture",1
"6390","fobd",1
"6391","fodder",1
"6392","föderation",1
"6393","foisted",1
"6394","folgenlachhaft",1
"6395","folgte",1
"6396","followup",1
"6397","fomc",1
"6398","fomenting",1
"6399","foods",1
"6400","fooled",1
"6401","fools",1
"6402","footage",1
"6403","foothills",1
"6404","fopp",1
"6405","forcastcorona",1
"6406","forceserdogan",1
"6407","forcuring",1
"6408","ford",1
"6409","forecast",1
"6410","forefront",1
"6411","foregone",1
"6412","foresee",1
"6413","forestall",1
"6414","forgetaboutit",1
"6415","forgetting",1
"6416","forging",1
"6417","forgives",1
"6418","forlorn",1
"6419","forlove",1
"6420","formal",1
"6421","formally",1
"6422","format",1
"6423","formation",1
"6424","forming",1
"6425","forms",1
"6426","formuliert",1
"6427","forselective",1
"6428","forthe",1
"6429","fortnite",1
"6430","fortunate",1
"6431","forukraine",1
"6432","forus",1
"6433","fossil",1
"6434","foster",1
"6435","fostering",1
"6436","fotka",1
"6437","fotos",1
"6438","fourteen",1
"6439","fourth",1
"6440","fourway",1
"6441","foxnewslive",1
"6442","fr",1
"6443","frachtmaschine",1
"6444","frameuk",1
"6445","framing",1
"6446","framingukraine",1
"6447","franceifwhen",1
"6448","francis",1
"6449","francisco",1
"6450","frankie",1
"6451","frantic",1
"6452","französischen",1
"6453","fraternal",1
"6454","fraud",1
"6455","fraudulent",1
"6456","freakin",1
"6457","freedlands",1
"6458","freeit",1
"6459","freesyria",1
"6460","freeukrainewar",1
"6461","freezes",1
"6462","frei",1
"6463","freitag",1
"6464","frenzy",1
"6465","frequently",1
"6466","fresh",1
"6467","freunde",1
"6468","freundschaft",1
"6469","friedensbewegung",1
"6470","friedenskartoffel",1
"6471","friedensstifterinnen",1
"6472","friedliche",1
"6473","friedman",1
"6474","frienda",1
"6475","friendin",1
"6476","friendship",1
"6477","friendsukraine",1
"6478","frieren",1
"6479","frightening",1
"6480","fringe",1
"6481","frm",1
"6482","froide",1
"6483","frontstadt",1
"6484","frontvisiting",1
"6485","froze",1
"6486","frozen",1
"6487","frühere",1
"6488","fruitcakes",1
"6489","fruitsrealaxbanana",1
"6490","fsb",1
"6491","ft",1
"6492","fuckloads",1
"6493","fuckputin",1
"6494","fuckukraine",1
"6495","fuckup",1
"6496","fuckupsthis",1
"6497","fuckwar",1
"6498","fueled",1
"6499","führen",1
"6500","führten",1
"6501","fuk",1
"6502","fulcrum",1
"6503","fulfillment",1
"6504","fulfulling",1
"6505","fullfeid",1
"6506","funded",1
"6507","fundraisers",1
"6508","funniest",1
"6509","funrussia",1
"6510","funtheyve",1
"6511","furnishes",1
"6512","furthers",1
"6513","gaben",1
"6514","gael",1
"6515","gains",1
"6516","galactic",1
"6517","gallipoli",1
"6518","galt",1
"6519","gamble",1
"6520","gameputin",1
"6521","gamer",1
"6522","gamers",1
"6523","gamespeople",1
"6524","gamewar",1
"6525","gandhiji",1
"6526","gang",1
"6527","gangs",1
"6528","ganz",1
"6529","ganze",1
"6530","gapol",1
"6531","gar",1
"6532","garantieren",1
"6533","garden",1
"6534","garrisons",1
"6535","gars",1
"6536","gasoline",1
"6537","gasprices",1
"6538","gast",1
"6539","gasthe",1
"6540","gasvlad",1
"6541","gather",1
"6542","gaurav",1
"6543","gayle",1
"6544","gd",1
"6545","gdpbut",1
"6546","ge",1
"6547","gearbeitet",1
"6548","gearing",1
"6549","geb",1
"6550","gebiete",1
"6551","gebracht",1
"6552","gebt",1
"6553","geen",1
"6554","gefährliche",1
"6555","gefährlichen",1
"6556","geführt",1
"6557","gefunden",1
"6558","gegensatz",1
"6559","gegenüber",1
"6560","gegründet",1
"6561","gehabt",1
"6562","geheimdienstdaten",1
"6563","gehen",1
"6564","gehört",1
"6565","gehörtgehörte",1
"6566","geht",1
"6567","geilen",1
"6568","gelato",1
"6569","geld",1
"6570","geloofwaardig",1
"6571","genaue",1
"6572","generally",1
"6573","generalnie",1
"6574","genesis",1
"6575","geneva",1
"6576","genevaconventions",1
"6577","genl",1
"6578","genocidal",1
"6579","genocidestandwithukraine",1
"6580","genosse",1
"6581","genozid",1
"6582","genscher",1
"6583","genug",1
"6584","geographic",1
"6585","geography",1
"6586","geolage",1
"6587","geopolitisch",1
"6588","geopolitischer",1
"6589","george",1
"6590","georgiaossetia",1
"6591","geplant",1
"6592","gerade",1
"6593","gerald",1
"6594","gerät",1
"6595","geraten",1
"6596","gerd",1
"6597","gerhard",1
"6598","germanys",1
"6599","gern",1
"6600","gesagt",1
"6601","gesagtwir",1
"6602","geschenkt",1
"6603","geschickt",1
"6604","geschultem",1
"6605","gespräche",1
"6606","gesprächen",1
"6607","gesprochen",1
"6608","gesteuert",1
"6609","gestiegenukraine",1
"6610","gestrigen",1
"6611","gesture",1
"6612","getötet",1
"6613","gettin",1
"6614","gewaltsam",1
"6615","gewesen",1
"6616","gewiss",1
"6617","gewollt",1
"6618","gewonnen",1
"6619","gfa",1
"6620","gfm",1
"6621","ghar",1
"6622","ghosttown",1
"6623","ghouls",1
"6624","gi",1
"6625","giant",1
"6626","gibts",1
"6627","giletsjaune",1
"6628","gilt",1
"6629","gingen",1
"6630","gipfeltreffen",1
"6631","giraffe",1
"6632","girds",1
"6633","girkin",1
"6634","girl",1
"6635","girli",1
"6636","girls",1
"6637","gisingpilipinas",1
"6638","gladly",1
"6639","glauben",1
"6640","glean",1
"6641","glee",1
"6642","gleiche",1
"6643","gleiwitz",1
"6644","glenn",1
"6645","glitches",1
"6646","globalism",1
"6647","globallypossible",1
"6648","globe",1
"6649","glorificationatrapture",1
"6650","glorify",1
"6651","glorydont",1
"6652","glorytoukraine",1
"6653","gloucestershire",1
"6654","głowie",1
"6655","główny",1
"6656","glück",1
"6657","goad",1
"6658","goahead",1
"6659","goals",1
"6660","goalsukraine",1
"6661","goddamn",1
"6662","goddamnityes",1
"6663","godhelphumanity",1
"6664","goesyou",1
"6665","goin",1
"6666","golden",1
"6667","golodryga",1
"6668","goncharov",1
"6669","goodbyedont",1
"6670","goods",1
"6671","goodwe",1
"6672","goodwill",1
"6673","goof",1
"6674","google",1
"6675","goone",1
"6676","gooood",1
"6677","gooseauspol",1
"6678","gore",1
"6679","gorilla",1
"6680","gormless",1
"6681","gosh",1
"6682","gospel",1
"6683","gossip",1
"6684","goto",1
"6685","gotten",1
"6686","gove",1
"6687","goverment",1
"6688","govermt",1
"6689","governmenti",1
"6690","governmentshe",1
"6691","governmentthe",1
"6692","govts",1
"6693","gowill",1
"6694","gqp",1
"6695","gqps",1
"6696","gqptraitorstodemocracy",1
"6697","gr",1
"6698","grabs",1
"6699","graham",1
"6700","grandcentralstation",1
"6701","grandfather",1
"6702","grandkids",1
"6703","granny",1
"6704","grant",1
"6705","granting",1
"6706","graphite",1
"6707","grass",1
"6708","grateful",1
"6709","gratifying",1
"6710","gravely",1
"6711","greatness",1
"6712","greece",1
"6713","greed",1
"6714","greenday",1
"6715","greener",1
"6716","greenism",1
"6717","greenlights",1
"6718","greifen",1
"6719","grenada",1
"6720","grenade",1
"6721","grenzbeamte",1
"6722","grenzschutzes",1
"6723","grenzübergang",1
"6724","grenzübergänge",1
"6725","grief",1
"6726","grievancenato",1
"6727","grievances",1
"6728","griffel",1
"6729","grift",1
"6730","grim",1
"6731","gringos",1
"6732","gripe",1
"6733","groovy",1
"6734","größe",1
"6735","großen",1
"6736","grossmacht",1
"6737","größten",1
"6738","groundadvertising",1
"6739","groundwork",1
"6740","groundyou",1
"6741","growingduring",1
"6742","growling",1
"6743","grows",1
"6744","grozny",1
"6745","grueling",1
"6746","grundlos",1
"6747","grünen",1
"6748","gruppen",1
"6749","guarantee",1
"6750","guard",1
"6751","guarding",1
"6752","guerilla",1
"6753","guerlin",1
"6754","guerrela",1
"6755","guerrenoublions",1
"6756","guerres",1
"6757","guerrillas",1
"6758","guessing",1
"6759","guests",1
"6760","guidance",1
"6761","guide",1
"6762","guides",1
"6763","guiding",1
"6764","guiltyand",1
"6765","guise",1
"6766","gung",1
"6767","gunning",1
"6768","gunpowder",1
"6769","gusta",1
"6770","guts",1
"6771","gutted",1
"6772","gutter",1
"6773","guzzling",1
"6774","gymnastics",1
"6775","gysi",1
"6776","h",1
"6777","haal",1
"6778","habeck",1
"6779","habs",1
"6780","habt",1
"6781","hacer",1
"6782","hacerle",1
"6783","hacking",1
"6784","haha",1
"6785","hahaha",1
"6786","hai",1
"6787","haigroup",1
"6788","hainelukraine",1
"6789","halalan",1
"6790","hallstein",1
"6791","halted",1
"6792","hamburg",1
"6793","hamla",1
"6794","hammering",1
"6795","handful",1
"6796","handing",1
"6797","handlenato",1
"6798","handling",1
"6799","hang",1
"6800","hannity",1
"6801","happenbbc",1
"6802","happeningthis",1
"6803","happeningwe",1
"6804","happenseems",1
"6805","happiest",1
"6806","happywho",1
"6807","har",1
"6808","harass",1
"6809","hardas",1
"6810","harden",1
"6811","harder",1
"6812","hardline",1
"6813","hardship",1
"6814","haring",1
"6815","harmonya",1
"6816","harold",1
"6817","harsh",1
"6818","harvey",1
"6819","hashtag",1
"6820","hastings",1
"6821","hasty",1
"6822","hatdeutschland",1
"6823","hateful",1
"6824","hats",1
"6825","hatte",1
"6826","hätten",1
"6827","haunt",1
"6828","hauptstadt",1
"6829","haverbeck",1
"6830","havevfriends",1
"6831","havewere",1
"6832","hawaii",1
"6833","hawkgoodgermany",1
"6834","hawking",1
"6835","hawley",1
"6836","haystack",1
"6837","headache",1
"6838","headline",1
"6839","headlining",1
"6840","heals",1
"6841","healthcare",1
"6842","healthcareeven",1
"6843","heared",1
"6844","heartbreakingly",1
"6845","heartbroken",1
"6846","heartrending",1
"6847","heat",1
"6848","heated",1
"6849","heating",1
"6850","heaven",1
"6851","heavier",1
"6852","heavyweight",1
"6853","hebben",1
"6854","heck",1
"6855","heed",1
"6856","heel",1
"6857","heeled",1
"6858","heels",1
"6859","hegemonic",1
"6860","heightened",1
"6861","heim",1
"6862","heimat",1
"6863","heinous",1
"6864","heitere",1
"6865","hej",1
"6866","helfen",1
"6867","helicopters",1
"6868","hellish",1
"6869","hellrest",1
"6870","helme",1
"6871","helmets",1
"6872","helpdonations",1
"6873","helpful",1
"6874","hemm",1
"6875","heraus",1
"6876","herbei",1
"6877","herbes",1
"6878","hereimo",1
"6879","herenikolaev",1
"6880","herestandwithukraine",1
"6881","hereukraine",1
"6882","hermit",1
"6883","heroic",1
"6884","heroically",1
"6885","heroon",1
"6886","herr",1
"6887","herren",1
"6888","herrn",1
"6889","herrschte",1
"6890","hers",1
"6891","heruntergespielt",1
"6892","hesitation",1
"6893","heutejournal",1
"6894","heutigen",1
"6895","heutzutage",1
"6896","heuvel",1
"6897","hidden",1
"6898","hiding",1
"6899","hidiy",1
"6900","hieß",1
"6901","highest",1
"6902","highlighted",1
"6903","highlighting",1
"6904","highranking",1
"6905","hii",1
"6906","hiit",1
"6907","hikes",1
"6908","hiking",1
"6909","hilariousbbc",1
"6910","hilf",1
"6911","hilft",1
"6912","himmler",1
"6913","himnothinglets",1
"6914","himperish",1
"6915","himukraine",1
"6916","hin",1
"6917","hinge",1
"6918","hint",1
"6919","hinting",1
"6920","hire",1
"6921","historians",1
"6922","historic",1
"6923","histories",1
"6924","historybut",1
"6925","historyhistory",1
"6926","historys",1
"6927","hitlerlives",1
"6928","hitlerputin",1
"6929","hits",1
"6930","hitting",1
"6931","hizo",1
"6932","hk",1
"6933","hm",1
"6934","hmmits",1
"6935","hmmmmmnbbc",1
"6936","ho",1
"6937","hoax",1
"6938","hoc",1
"6939","hochgelobte",1
"6940","hochtouren",1
"6941","hoffe",1
"6942","hoffentlich",1
"6943","hoffnung",1
"6944","holdthat",1
"6945","holen",1
"6946","holes",1
"6947","holidaywe",1
"6948","hollow",1
"6949","hollywood",1
"6950","holocaustleugnerin",1
"6951","holt",1
"6952","homeputinukraine",1
"6953","homework",1
"6954","homicide",1
"6955","honda",1
"6956","honesty",1
"6957","honored",1
"6958","hoot",1
"6959","hooves",1
"6960","hoped",1
"6961","hopium",1
"6962","hor",1
"6963","hören",1
"6964","horrendous",1
"6965","horrible",1
"6966","horrid",1
"6967","horrors",1
"6968","horseshit",1
"6969","hospital",1
"6970","hospitals",1
"6971","hostages",1
"6972","hosting",1
"6973","hosts",1
"6974","hoursrussia",1
"6975","hoursukraine",1
"6976","household",1
"6977","houses",1
"6978","howardstern",1
"6979","howlitzers",1
"6980","hows",1
"6981","hq",1
"6982","ht",1
"6983","hubby",1
"6984","hubiese",1
"6985","hubris",1
"6986","hueiwi",1
"6987","huff",1
"6988","huhwere",1
"6989","hum",1
"6990","humanityfirstthe",1
"6991","humanitylove",1
"6992","humanityukraine",1
"6993","humansukraine",1
"6994","humbled",1
"6995","humbling",1
"6996","humildes",1
"6997","humiliated",1
"6998","humiliating",1
"6999","humiliation",1
"7000","humour",1
"7001","humping",1
"7002","hunchjust",1
"7003","hund",1
"7004","hundert",1
"7005","hungarian",1
"7006","hungry",1
"7007","hungrywe",1
"7008","hunt",1
"7009","hunterbiden",1
"7010","hunting",1
"7011","hurricanes",1
"7012","hurtle",1
"7013","hv",1
"7014","hydrocarbons",1
"7015","hyped",1
"7016","hyper",1
"7017","hypersonic",1
"7018","hyperventilating",1
"7019","hypocrites",1
"7020","hypocritic",1
"7021","hypocritical",1
"7022","hysterical",1
"7023","hysterically",1
"7024","iamwithukraine",1
"7025","iapolitics",1
"7026","iasen",1
"7027","iberian",1
"7028","ibes",1
"7029","ice",1
"7030","icing",1
"7031","ideassadly",1
"7032","idee",1
"7033","identified",1
"7034","identity",1
"7035","ideological",1
"7036","ideologies",1
"7037","idiocy",1
"7038","idiotic",1
"7039","idiotwho",1
"7040","idk",1
"7041","idp",1
"7042","iffy",1
"7043","ifputin",1
"7044","ifwhen",1
"7045","ignoredus",1
"7046","igtopicskids",1
"7047","ihrem",1
"7048","ihren",1
"7049","iiithe",1
"7050","iilets",1
"7051","iiraketen",1
"7052","ik",1
"7053","ileostomy",1
"7054","illinois",1
"7055","illuminated",1
"7056","illusion",1
"7057","ils",1
"7058","iluminatoros",1
"7059","imagen",1
"7060","imagery",1
"7061","imaginary",1
"7062","imho",1
"7063","immensely",1
"7064","imment",1
"7065","immerdavor",1
"7066","immigrant",1
"7067","immigrants",1
"7068","immigrantsput",1
"7069","immiment",1
"7070","imminently",1
"7071","imminentnato",1
"7072","immmer",1
"7073","immoral",1
"7074","impacting",1
"7075","impeach",1
"7076","impeachable",1
"7077","imperialists",1
"7078","imply",1
"7079","import",1
"7080","importance",1
"7081","importante",1
"7082","importantly",1
"7083","importantthe",1
"7084","imports",1
"7085","imposing",1
"7086","impressed",1
"7087","impression",1
"7088","imprisoned",1
"7089","improved",1
"7090","improves",1
"7091","impurity",1
"7092","imran",1
"7093","imstande",1
"7094","inadequate",1
"7095","inadvertently",1
"7096","incarnation",1
"7097","ince",1
"7098","inches",1
"7099","incidents",1
"7100","incitement",1
"7101","incoming",1
"7102","incompetence",1
"7103","inconvenient",1
"7104","increases",1
"7105","incredible",1
"7106","incremental",1
"7107","incursionlater",1
"7108","ind",1
"7109","independency",1
"7110","indiangovt",1
"7111","indiannews",1
"7112","indias",1
"7113","indicate",1
"7114","indicates",1
"7115","indicating",1
"7116","indications",1
"7117","indict",1
"7118","indicted",1
"7119","indifferent",1
"7120","indiscriminate",1
"7121","indistinguishable",1
"7122","individual",1
"7123","indonesians",1
"7124","inductees",1
"7125","industries",1
"7126","inept",1
"7127","ineptitude",1
"7128","inevitableif",1
"7129","inexcusable",1
"7130","inf",1
"7131","infighting",1
"7132","infiltrated",1
"7133","inflammatory",1
"7134","inflate",1
"7135","inflationary",1
"7136","inflationfavormilitary",1
"7137","inflationpending",1
"7138","inflationto",1
"7139","inflicts",1
"7140","influenced",1
"7141","influencers",1
"7142","influences",1
"7143","influencesstandwithukraine",1
"7144","influencing",1
"7145","infographics",1
"7146","informacje",1
"7147","informative",1
"7148","informed",1
"7149","infrasound",1
"7150","ing",1
"7151","ingore",1
"7152","initiate",1
"7153","initiative",1
"7154","injured",1
"7155","injuring",1
"7156","injury",1
"7157","injustices",1
"7158","inklusive",1
"7159","innato",1
"7160","innerhalb",1
"7161","innevitability",1
"7162","innovative",1
"7163","inordinately",1
"7164","insainity",1
"7165","insanely",1
"7166","insanity",1
"7167","insensitive",1
"7168","insgesamt",1
"7169","inshallah",1
"7170","insiders",1
"7171","insist",1
"7172","inspired",1
"7173","instabiliteit",1
"7174","installed",1
"7175","instances",1
"7176","instigating",1
"7177","instigation",1
"7178","instigator",1
"7179","instill",1
"7180","institute",1
"7181","instrument",1
"7182","insubstantial",1
"7183","insult",1
"7184","insurance",1
"7185","insurgency",1
"7186","insurrection",1
"7187","insurrectioncoup",1
"7188","insurrectionist",1
"7189","inszenierte",1
"7190","integrated",1
"7191","integrität",1
"7192","intellectual",1
"7193","intellectuals",1
"7194","intelligencehow",1
"7195","intends",1
"7196","intense",1
"7197","intensification",1
"7198","intensifying",1
"7199","intensity",1
"7200","intent",1
"7201","intention",1
"7202","intentions",1
"7203","intercede",1
"7204","interessant",1
"7205","interesse",1
"7206","interessiert",1
"7207","interestedmy",1
"7208","interestsi",1
"7209","interference",1
"7210","interferes",1
"7211","interferred",1
"7212","internally",1
"7213","internationally",1
"7214","internationallymunich",1
"7215","interpretation",1
"7216","interventionputin",1
"7217","interventions",1
"7218","intetests",1
"7219","intl",1
"7220","intlcrimcourt",1
"7221","introduced",1
"7222","inukraine",1
"7223","invadehe",1
"7224","invademedia",1
"7225","invader",1
"7226","invaders",1
"7227","invadir",1
"7228","invaid",1
"7229","invasión",1
"7230","invasioninvasion",1
"7231","invasionlandet",1
"7232","invasionsplänen",1
"7233","invasionwar",1
"7234","invation",1
"7235","invested",1
"7236","investigated",1
"7237","investigations",1
"7238","investing",1
"7239","investment",1
"7240","invite",1
"7241","inviting",1
"7242","invocations",1
"7243","involvedin",1
"7244","involviert",1
"7245","iputin",1
"7246","iqgt",1
"7247","ir",1
"7248","iranbacked",1
"7249","iranian",1
"7250","iraqs",1
"7251","iraqvladimir",1
"7252","irgendwie",1
"7253","ironed",1
"7254","irony",1
"7255","irredentist",1
"7256","irrelevance",1
"7257","irrelevant",1
"7258","irren",1
"7259","irritant",1
"7260","irritating",1
"7261","ish",1
"7262","isimpose",1
"7263","isis",1
"7264","islam",1
"7265","islamicart",1
"7266","islamist",1
"7267","islandfull",1
"7268","isolationkind",1
"7269","israe",1
"7270","israelbudget",1
"7271","israelmustblaughing",1
"7272","isrealn",1
"7273","iss",1
"7274","issueseriouslythoughtsbiden",1
"7275","issuethnkng",1
"7276","istanbul",1
"7277","istandwithukraine",1
"7278","isw",1
"7279","iswhat",1
"7280","itborismustgo",1
"7281","itcan",1
"7282","item",1
"7283","itits",1
"7284","itperhaps",1
"7285","its",1
"7286","itsas",1
"7287","itselfsavesoil",1
"7288","itselfthe",1
"7289","itukraine",1
"7290","itv",1
"7291","itvnews",1
"7292","itwe",1
"7293","ityoure",1
"7294","ivan",1
"7295","iykyk",1
"7296","jaan",1
"7297","jacobs",1
"7298","jahrelangen",1
"7299","jährige",1
"7300","jährigen",1
"7301","jail",1
"7302","jalalabad",1
"7303","jamie",1
"7304","januarys",1
"7305","japanset",1
"7306","jarah",1
"7307","jarrett",1
"7308","javasamuel",1
"7309","javelins",1
"7310","javs",1
"7311","jawab",1
"7312","jayegi",1
"7313","jaysus",1
"7314","jcpoa",1
"7315","je",1
"7316","jeanjacques",1
"7317","jederzeit",1
"7318","jeep",1
"7319","jego",1
"7320","jelonsky",1
"7321","jemand",1
"7322","jemen",1
"7323","jennifer",1
"7324","jensstoltenberg",1
"7325","jeremy",1
"7326","jericka",1
"7327","jerk",1
"7328","jerks",1
"7329","jerrys",1
"7330","jessy",1
"7331","jesuit",1
"7332","jewish",1
"7333","jewsjh",1
"7334","jeży",1
"7335","jfc",1
"7336","jfo",1
"7337","ji",1
"7338","jiang",1
"7339","jim",1
"7340","jimi",1
"7341","jingos",1
"7342","jjc",1
"7343","jobs",1
"7344","jobsbegging",1
"7345","jobwith",1
"7346","joerogan",1
"7347","john",1
"7348","johnmccain",1
"7349","johnnies",1
"7350","johnsonit",1
"7351","johnsonliedpeopledied",1
"7352","johnsontheliar",1
"7353","johnsonukraine",1
"7354","jokeoh",1
"7355","jokers",1
"7356","joking",1
"7357","jones",1
